,label
protein-26135,1
protein-27155,1
protein-42826,0
protein-10037,0
protein-32458,1
protein-40212,1
protein-21679,1
protein-21115,1
protein-51841,1
protein-12253,1
protein-12710,1
protein-26669,1
protein-28935,1
protein-46181,1
protein-37956,0
protein-54750,1
protein-58778,1
protein-54418,1
protein-19535,0
protein-24461,0
protein-25743,1
protein-17984,0
protein-35022,1
protein-44129,0
protein-57320,1
protein-14573,0
protein-20466,0
protein-11479,1
protein-26196,1
protein-59306,1
protein-6073,1
protein-64085,0
protein-49569,0
protein-60797,1
protein-41795,1
protein-51830,1
protein-42849,0
protein-37972,0
protein-11671,1
protein-11551,1
protein-28752,1
protein-8518,1
protein-22113,0
protein-31660,1
protein-52030,1
protein-55661,1
protein-39362,1
protein-57128,1
protein-42335,0
protein-11948,1
protein-49972,0
protein-27744,1
protein-5212,0
protein-6358,0
protein-43819,0
protein-55279,1
protein-28436,1
protein-20416,1
protein-4244,0
protein-56499,1
protein-641,1
protein-25223,0
protein-27250,1
protein-55811,0
protein-26684,1
protein-3494,0
protein-7518,1
protein-42343,0
protein-21127,1
protein-62844,1
protein-56440,1
protein-64112,0
protein-22609,1
protein-29020,1
protein-62471,1
protein-2090,0
protein-44258,0
protein-14582,0
protein-7,0
protein-43905,0
protein-42227,1
protein-9106,1
protein-57229,1
protein-41156,1
protein-2151,0
protein-5091,0
protein-47520,0
protein-10455,1
protein-29051,1
protein-57751,0
protein-55859,0
protein-50233,1
protein-43323,0
protein-6559,1
protein-39025,1
protein-30048,0
protein-25142,1
protein-57377,1
protein-37966,0
protein-2722,0
protein-3741,0
protein-15193,1
protein-40663,0
protein-32088,0
protein-35967,0
protein-33464,0
protein-605,1
protein-40783,0
protein-1182,0
protein-63858,0
protein-19483,0
protein-32035,0
protein-32725,0
protein-30740,0
protein-33919,0
protein-62028,0
protein-32503,1
protein-37933,0
protein-11666,1
protein-22047,0
protein-34968,1
protein-57760,0
protein-10657,1
protein-39373,1
protein-49455,0
protein-63119,0
protein-19958,0
protein-42064,1
protein-42536,1
protein-57665,0
protein-57606,0
protein-59566,1
protein-6240,0
protein-16427,0
protein-58164,0
protein-49366,0
protein-153,0
protein-52371,0
protein-61403,1
protein-19683,0
protein-40414,0
protein-3036,0
protein-1257,0
protein-33620,0
protein-35023,1
protein-10599,1
protein-26905,1
protein-12789,1
protein-55243,1
protein-18906,0
protein-49338,0
protein-25800,1
protein-50051,0
protein-30878,0
protein-43661,0
protein-12884,1
protein-55228,1
protein-48306,0
protein-26160,1
protein-34979,1
protein-62960,1
protein-27835,1
protein-17608,0
protein-8239,1
protein-34351,1
protein-36267,0
protein-44185,0
protein-7921,1
protein-35383,0
protein-47928,0
protein-42516,1
protein-17583,0
protein-37275,1
protein-43927,1
protein-45936,1
protein-48359,0
protein-35,0
protein-19757,0
protein-63966,0
protein-58388,0
protein-51478,1
protein-41078,0
protein-757,0
protein-55333,1
protein-19810,0
protein-61389,1
protein-14355,0
protein-55345,1
protein-39210,1
protein-17782,0
protein-50854,1
protein-58529,1
protein-49350,0
protein-45624,1
protein-50280,1
protein-33583,0
protein-58934,1
protein-62376,0
protein-15881,1
protein-141,0
protein-40277,0
protein-49524,0
protein-43809,0
protein-38381,1
protein-54316,1
protein-4485,0
protein-2482,0
protein-14995,1
protein-51341,1
protein-22914,1
protein-46595,1
protein-58030,0
protein-62101,1
protein-19198,0
protein-51103,1
protein-25981,1
protein-33508,0
protein-25928,1
protein-6060,1
protein-24541,0
protein-57772,0
protein-46970,0
protein-44763,1
protein-40679,0
protein-19950,0
protein-10478,1
protein-15268,1
protein-25563,1
protein-8967,1
protein-49144,0
protein-49444,0
protein-44503,1
protein-54902,0
protein-7727,1
protein-62924,1
protein-17292,0
protein-19387,0
protein-15200,1
protein-35280,0
protein-8676,1
protein-29202,1
protein-52238,0
protein-45836,1
protein-27125,1
protein-3698,0
protein-4422,0
protein-55764,0
protein-15898,1
protein-17080,0
protein-56258,1
protein-21489,1
protein-16230,0
protein-43551,0
protein-11460,1
protein-43292,0
protein-52040,1
protein-21167,0
protein-30800,1
protein-28013,1
protein-57568,0
protein-9119,1
protein-30575,0
protein-29545,0
protein-20165,0
protein-51464,1
protein-43137,0
protein-19892,1
protein-30630,0
protein-53224,1
protein-17701,0
protein-51670,0
protein-43229,0
protein-36866,0
protein-63739,0
protein-30692,0
protein-59099,1
protein-13036,1
protein-47113,0
protein-44108,0
protein-60870,0
protein-36992,0
protein-53963,0
protein-26203,1
protein-51000,1
protein-9039,1
protein-43942,1
protein-9857,0
protein-43560,0
protein-42690,1
protein-27478,1
protein-44054,0
protein-31826,1
protein-39941,0
protein-29556,0
protein-62595,1
protein-16097,1
protein-2099,0
protein-25998,1
protein-39713,0
protein-9819,0
protein-14175,1
protein-44650,1
protein-50260,1
protein-58310,0
protein-62347,0
protein-49204,0
protein-54122,1
protein-1732,0
protein-8837,1
protein-58019,0
protein-7008,1
protein-7682,1
protein-43511,0
protein-60439,1
protein-34150,0
protein-61951,0
protein-64503,0
protein-42860,0
protein-1841,1
protein-22720,1
protein-56319,1
protein-57918,0
protein-60288,0
protein-19802,0
protein-58956,1
protein-21670,1
protein-52074,1
protein-36067,0
protein-38370,1
protein-27901,1
protein-37177,1
protein-20569,1
protein-5276,0
protein-59603,1
protein-21258,1
protein-54860,1
protein-6736,1
protein-63405,0
protein-8452,1
protein-36030,0
protein-11839,1
protein-37192,1
protein-59123,1
protein-40297,0
protein-55668,1
protein-46669,1
protein-30004,1
protein-21125,1
protein-4864,0
protein-62430,0
protein-16274,0
protein-14340,0
protein-27188,1
protein-32742,0
protein-4036,0
protein-59540,1
protein-17437,0
protein-13642,1
protein-27296,1
protein-3249,0
protein-14184,1
protein-57565,0
protein-33839,0
protein-38283,1
protein-19781,0
protein-7265,1
protein-61527,1
protein-20590,1
protein-4707,0
protein-38140,1
protein-28996,1
protein-63947,0
protein-2234,0
protein-54358,1
protein-15119,1
protein-19304,0
protein-12841,1
protein-12061,1
protein-2815,0
protein-23563,0
protein-61043,1
protein-39506,0
protein-64548,0
protein-8478,1
protein-40013,1
protein-7041,1
protein-43068,0
protein-55929,1
protein-17778,0
protein-7697,1
protein-27295,1
protein-42243,1
protein-5921,1
protein-13753,1
protein-45272,1
protein-63488,0
protein-27688,1
protein-63730,0
protein-56903,1
protein-52196,0
protein-54984,0
protein-42861,0
protein-50435,0
protein-50450,0
protein-27373,1
protein-29548,0
protein-5325,0
protein-55743,0
protein-39089,1
protein-54774,1
protein-58035,0
protein-18620,0
protein-2518,0
protein-28080,1
protein-34963,1
protein-31901,1
protein-1852,1
protein-9621,0
protein-40272,0
protein-51278,1
protein-28760,1
protein-62825,1
protein-59309,1
protein-60823,1
protein-56118,0
protein-35851,0
protein-59937,1
protein-40670,0
protein-11397,1
protein-53351,1
protein-34498,1
protein-22916,1
protein-14758,0
protein-28210,1
protein-22917,1
protein-58799,1
protein-31489,1
protein-60893,1
protein-47380,0
protein-34934,1
protein-46651,1
protein-63756,1
protein-63455,0
protein-20169,0
protein-51651,0
protein-51350,1
protein-47727,0
protein-12352,1
protein-16398,0
protein-15751,0
protein-28453,1
protein-49808,0
protein-10114,0
protein-1091,0
protein-56505,1
protein-30320,0
protein-61371,1
protein-42991,0
protein-4286,1
protein-32092,0
protein-1484,0
protein-57874,0
protein-51599,0
protein-57759,0
protein-21145,1
protein-50406,1
protein-44165,0
protein-43282,0
protein-46940,0
protein-13713,1
protein-60608,0
protein-8407,1
protein-11308,0
protein-7521,1
protein-26078,1
protein-60816,1
protein-32226,0
protein-46347,1
protein-18164,0
protein-56989,1
protein-51744,1
protein-4730,0
protein-48082,0
protein-49791,0
protein-35139,0
protein-14511,0
protein-30129,0
protein-25012,0
protein-42633,0
protein-63071,1
protein-47454,0
protein-58404,0
protein-56880,1
protein-29199,1
protein-174,0
protein-51126,0
protein-50395,1
protein-14042,0
protein-49716,0
protein-52286,0
protein-61939,0
protein-48654,1
protein-41443,0
protein-63165,1
protein-3169,1
protein-54127,1
protein-53824,0
protein-29988,1
protein-50967,1
protein-11462,1
protein-24653,0
protein-52089,1
protein-7329,1
protein-11762,1
protein-63846,0
protein-52787,1
protein-5371,0
protein-7651,1
protein-12234,1
protein-9054,1
protein-60837,1
protein-50769,1
protein-62459,1
protein-60410,1
protein-19991,1
protein-25634,1
protein-26287,1
protein-59003,0
protein-25194,0
protein-39529,0
protein-62867,1
protein-60211,0
protein-13525,1
protein-52832,1
protein-55997,1
protein-27268,1
protein-63432,0
protein-54070,0
protein-37965,0
protein-18477,1
protein-57896,0
protein-21076,1
protein-31665,1
protein-40502,0
protein-24840,1
protein-34942,1
protein-54090,1
protein-18738,1
protein-48587,1
protein-51086,1
protein-58973,1
protein-20218,1
protein-63562,0
protein-56475,1
protein-38657,1
protein-30951,0
protein-34894,1
protein-28108,1
protein-54347,1
protein-34578,1
protein-41229,1
protein-12142,1
protein-2111,0
protein-54230,0
protein-59597,1
protein-45490,1
protein-44261,0
protein-48534,1
protein-38090,1
protein-60100,0
protein-17087,0
protein-25235,0
protein-29132,0
protein-22514,1
protein-59840,1
protein-34684,1
protein-22803,1
protein-40544,0
protein-15021,1
protein-8774,1
protein-8076,1
protein-54451,1
protein-49329,0
protein-49912,0
protein-36786,0
protein-48874,0
protein-4806,0
protein-30885,0
protein-15640,1
protein-9574,0
protein-44537,1
protein-1671,1
protein-62862,1
protein-44569,1
protein-54207,1
protein-10309,1
protein-30056,0
protein-40090,1
protein-52550,1
protein-5785,0
protein-26397,1
protein-61221,0
protein-10222,0
protein-58449,0
protein-38296,1
protein-7418,0
protein-55837,0
protein-29966,1
protein-20077,0
protein-22828,1
protein-13040,1
protein-17314,0
protein-44451,1
protein-57652,0
protein-46794,1
protein-20486,0
protein-21491,1
protein-15720,1
protein-31471,1
protein-40571,0
protein-10183,0
protein-63656,0
protein-11563,1
protein-13552,1
protein-42811,0
protein-53704,1
protein-4145,0
protein-382,1
protein-62480,1
protein-56558,1
protein-26165,1
protein-29590,1
protein-57254,1
protein-26902,1
protein-49007,0
protein-9196,1
protein-29211,1
protein-59437,0
protein-40467,0
protein-9640,0
protein-47431,0
protein-42316,0
protein-18501,0
protein-34253,1
protein-33909,0
protein-29006,1
protein-52471,1
protein-33234,0
protein-23301,0
protein-40608,0
protein-53779,1
protein-60583,0
protein-63672,0
protein-18084,0
protein-52742,0
protein-20826,0
protein-34098,1
protein-46267,1
protein-57893,0
protein-50497,0
protein-12215,1
protein-16707,1
protein-30647,0
protein-44155,0
protein-23331,0
protein-25901,1
protein-61755,1
protein-37153,1
protein-14625,0
protein-50268,1
protein-24104,0
protein-3096,1
protein-26609,1
protein-59096,1
protein-17241,0
protein-30757,0
protein-5298,0
protein-29197,1
protein-40717,1
protein-63918,0
protein-57819,1
protein-31457,1
protein-36927,0
protein-50195,1
protein-54789,0
protein-15382,1
protein-4234,0
protein-386,1
protein-57500,1
protein-53760,1
protein-14279,1
protein-34125,1
protein-19539,0
protein-51140,0
protein-55538,0
protein-61669,1
protein-4252,1
protein-46069,1
protein-4829,0
protein-27105,1
protein-28908,1
protein-60183,0
protein-55785,0
protein-29701,1
protein-12066,1
protein-25025,1
protein-47245,0
protein-45011,1
protein-63148,0
protein-19000,0
protein-54727,1
protein-52634,1
protein-45153,1
protein-53180,0
protein-28502,1
protein-3654,0
protein-39680,0
protein-54274,0
protein-51224,0
protein-9367,0
protein-53042,1
protein-27635,1
protein-28629,1
protein-18777,0
protein-40213,1
protein-927,0
protein-36555,1
protein-14305,1
protein-13820,1
protein-59809,1
protein-46200,1
protein-40637,0
protein-4823,0
protein-42024,1
protein-44143,0
protein-55597,0
protein-26417,1
protein-63,0
protein-20090,0
protein-38778,1
protein-62078,1
protein-25378,1
protein-8332,1
protein-11757,1
protein-48010,0
protein-3012,0
protein-22643,1
protein-47602,0
protein-30749,0
protein-19913,0
protein-2192,0
protein-2056,0
protein-6145,1
protein-43253,0
protein-52255,0
protein-29131,0
protein-26877,1
protein-23306,0
protein-51868,1
protein-18496,0
protein-2874,1
protein-19475,0
protein-28734,1
protein-5269,0
protein-44576,1
protein-6557,1
protein-28077,1
protein-13459,1
protein-10219,0
protein-44496,1
protein-18861,0
protein-57104,1
protein-38504,1
protein-27114,1
protein-20773,0
protein-2297,1
protein-6943,1
protein-8940,1
protein-40327,0
protein-41437,0
protein-28729,1
protein-56628,0
protein-56513,1
protein-22074,0
protein-35873,0
protein-56450,1
protein-52214,0
protein-34810,1
protein-58440,0
protein-6936,1
protein-30489,0
protein-23437,0
protein-7506,1
protein-53017,0
protein-28824,1
protein-22312,1
protein-21698,1
protein-20659,1
protein-59300,1
protein-39313,1
protein-58129,1
protein-51712,0
protein-20661,1
protein-25960,1
protein-45505,1
protein-26827,0
protein-2602,1
protein-12082,1
protein-20625,1
protein-11082,0
protein-11595,1
protein-50002,0
protein-2358,1
protein-36678,1
protein-533,0
protein-63175,0
protein-21240,1
protein-39562,1
protein-6913,1
protein-51656,0
protein-12935,1
protein-4580,1
protein-50954,1
protein-54128,1
protein-10200,0
protein-99,0
protein-32664,1
protein-24353,1
protein-3181,1
protein-46455,1
protein-21894,0
protein-57267,1
protein-22878,1
protein-8082,1
protein-53063,1
protein-37561,0
protein-18380,1
protein-31439,1
protein-44045,0
protein-931,0
protein-6780,1
protein-4986,0
protein-52181,0
protein-20916,1
protein-1958,0
protein-47712,0
protein-26605,1
protein-41699,1
protein-58698,1
protein-14858,0
protein-32550,1
protein-52578,1
protein-11987,1
protein-1655,1
protein-45629,1
protein-53874,0
protein-34456,1
protein-28046,1
protein-55527,0
protein-34030,0
protein-39544,1
protein-13916,1
protein-48525,0
protein-8486,1
protein-58008,0
protein-62976,1
protein-21232,1
protein-8566,1
protein-3378,0
protein-24350,1
protein-35590,1
protein-60559,0
protein-5349,0
protein-44631,1
protein-27651,1
protein-59199,1
protein-34450,1
protein-13397,1
protein-55580,0
protein-31323,1
protein-10194,0
protein-217,0
protein-27169,1
protein-44290,0
protein-10564,0
protein-32489,1
protein-62239,1
protein-28853,1
protein-269,0
protein-16811,1
protein-25585,1
protein-47768,0
protein-30393,0
protein-59924,1
protein-50663,0
protein-28373,1
protein-58611,1
protein-48436,0
protein-34047,0
protein-60772,1
protein-62501,1
protein-10928,1
protein-6922,1
protein-21096,1
protein-44622,1
protein-8471,1
protein-9453,0
protein-22638,1
protein-51127,0
protein-14147,1
protein-49312,0
protein-26090,1
protein-2783,0
protein-31079,1
protein-25024,1
protein-28774,1
protein-51683,0
protein-31327,1
protein-64263,1
protein-32691,0
protein-5081,0
protein-24255,0
protein-2768,0
protein-59828,1
protein-58427,0
protein-35049,1
protein-35739,0
protein-52958,0
protein-21404,1
protein-9919,0
protein-48471,0
protein-26775,0
protein-63498,0
protein-54933,0
protein-17761,0
protein-3618,0
protein-17891,0
protein-44233,0
protein-19420,0
protein-57089,1
protein-17600,0
protein-55459,0
protein-44214,0
protein-36606,1
protein-56198,1
protein-54035,0
protein-5158,0
protein-33996,0
protein-61822,1
protein-32953,0
protein-41574,1
protein-39291,1
protein-58468,0
protein-22131,0
protein-39218,1
protein-50264,1
protein-5,0
protein-51673,0
protein-42165,1
protein-12815,1
protein-7073,1
protein-44562,1
protein-48763,1
protein-34607,1
protein-200,0
protein-41508,0
protein-15600,1
protein-44697,1
protein-20281,1
protein-62958,1
protein-1889,1
protein-31216,1
protein-32651,1
protein-41614,1
protein-20550,0
protein-6189,1
protein-25724,1
protein-817,1
protein-13315,1
protein-41597,1
protein-52907,0
protein-49680,0
protein-35198,0
protein-17253,0
protein-12427,1
protein-51679,0
protein-22542,1
protein-28472,1
protein-18938,0
protein-430,0
protein-57127,1
protein-59018,1
protein-35453,0
protein-31373,1
protein-20686,0
protein-28765,1
protein-59284,1
protein-16765,0
protein-32011,0
protein-27063,1
protein-16930,1
protein-57504,1
protein-26814,0
protein-43808,0
protein-28570,1
protein-21211,1
protein-63925,0
protein-12320,1
protein-2387,1
protein-38593,1
protein-48259,0
protein-32509,1
protein-55284,1
protein-10100,0
protein-48228,0
protein-35692,0
protein-51610,0
protein-38983,1
protein-10573,0
protein-12685,1
protein-50830,1
protein-46719,1
protein-14895,0
protein-37162,1
protein-51467,1
protein-43456,0
protein-60334,1
protein-23919,1
protein-40866,0
protein-63522,0
protein-45863,1
protein-41269,1
protein-56957,1
protein-58236,0
protein-54081,1
protein-12913,1
protein-4817,0
protein-10207,0
protein-1640,0
protein-25515,1
protein-28138,1
protein-27872,1
protein-32191,0
protein-53168,0
protein-39809,0
protein-10024,0
protein-28973,1
protein-1978,0
protein-45974,1
protein-18662,0
protein-24835,1
protein-52735,0
protein-15293,1
protein-31167,1
protein-27987,1
protein-62156,1
protein-38809,1
protein-56344,1
protein-27120,1
protein-17293,0
protein-37101,1
protein-23014,1
protein-12404,1
protein-12008,1
protein-30391,0
protein-36013,0
protein-22591,1
protein-32508,1
protein-56659,0
protein-56010,0
protein-17828,0
protein-4290,1
protein-51816,1
protein-804,1
protein-4507,0
protein-43451,0
protein-6579,1
protein-43005,0
protein-51735,1
protein-25264,0
protein-35149,0
protein-17025,0
protein-37321,1
protein-64106,0
protein-50550,0
protein-62898,1
protein-31718,1
protein-31080,1
protein-31105,1
protein-46364,1
